"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7798591.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798593.1"	NA	NA	NA	"CE15(46-374)"	"CE15"	"CE15"	"Y(1-24)"
"KAF7798594.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798597.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798606.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7798608.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_31(48-336)"	"N"	"GH5_31"	"Y(1-26)"
"KAF7798609.1"	NA	NA	NA	"GH16_1(60-316)"	"N"	"GH16_1"	"Y(1-19)"
"KAF7798615.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798624.1"	"Small nuclear ribonucleoprotein E"	"Belongs to the snRNP Sm proteins family"	NA	NA	NA	NA	NA
"KAF7798631.1"	"Ammonium transporter"	"Belongs to the ammonia transporter channel (TC 1.A.11.2) family"	NA	NA	NA	NA	NA
"KAF7798657.1"	"ATP-dependent (S)-NAD(P)H-hydrate dehydratase"	"Belongs to the NnrD/CARKD family"	"4.2.1.93"	NA	NA	NA	NA
"KAF7798658.1"	NA	"Belongs to the phosphohexose mutase family"	NA	NA	NA	NA	NA
"KAF7798668.1"	"Histone H2A"	"Belongs to the histone H2A family"	NA	NA	NA	NA	NA
"KAF7798675.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7798694.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7798707.1"	NA	NA	NA	"GT66(26-690)"	"GT66"	"GT66"	"N"
"KAF7798713.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7798723.1"	NA	NA	NA	"GH35(54-162)"	"N"	"N"	"Y(1-24)"
"KAF7798728.1"	NA	"Belongs to the CDP-alcohol phosphatidyltransferase class-I family"	NA	NA	NA	NA	NA
"KAF7798735.1"	"3-hydroxy-3-methylglutaryl coenzyme A synthase"	"Belongs to the thiolase-like superfamily. HMG-CoA synthase family"	"2.3.3.10"	NA	NA	NA	NA
"KAF7798776.1"	"Squalene monooxygenase"	"Belongs to the squalene monooxygenase family"	"1.14.14.17"	NA	NA	NA	NA
"KAF7798790.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798793.1"	NA	NA	NA	"GH79(91-480)"	"GH79"	"GH79"	"Y(1-21)"
"KAF7798794.1"	NA	NA	NA	"GH79(99-490)"	"GH79"	"GH79"	"Y(1-23)"
"KAF7798795.1"	"Stress response protein NST1"	"Belongs to the NST1 family"	NA	NA	NA	NA	NA
"KAF7798796.1"	"Phospholipid-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily"	"7.6.2.1"	NA	NA	NA	NA
"KAF7798806.1"	NA	NA	NA	"GH5_9(288-415)"	"GH5"	"N"	"N"
"KAF7798807.1"	NA	NA	NA	"GH5_9(1-194)"	"N"	"N"	"N"
"KAF7798811.1"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"Belongs to the PanB family"	"2.1.2.11"	NA	NA	NA	NA
"KAF7798819.1"	"Nicotinamide-nucleotide adenylyltransferase"	"Belongs to the eukaryotic NMN adenylyltransferase family"	"2.7.7.1"	NA	NA	NA	NA
"KAF7798820.1"	NA	NA	NA	"CE9(69-293)+CE9(369-531)"	"CE9"	"N"	"N"
"KAF7798843.1"	NA	"Belongs to the glycosyl hydrolase 31 family"	"3.2.1.-"	"GH31(294-750)"	"GH31"	"GH31"	"N"
"KAF7798862.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7798862.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7798863.1"	NA	"Belongs to the peptidase S8 family"	NA	"N"	"CBM57"	"N"	"Y(1-19)"
"KAF7798867.1"	NA	"Belongs to the glycosyl hydrolase 28 family"	"3.2.1.-"	"GH28(44-360)"	"N"	"N"	"Y(1-24)"
"KAF7798869.1"	"U6 snRNA-associated Sm-like protein LSm4"	"Belongs to the snRNP Sm proteins family"	NA	NA	NA	NA	NA
"KAF7798875.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7798888.1"	"Tubulin alpha chain"	"Belongs to the tubulin family"	NA	NA	NA	NA	NA
"KAF7798890.1"	"Tubulin alpha chain"	"Belongs to the tubulin family"	NA	NA	NA	NA	NA
"KAF7798896.1"	"RNA methyltransferase"	"Belongs to the methyltransferase superfamily"	"2.1.1.-"	NA	NA	NA	NA
"KAF7798898.1"	"Exocyst complex component SEC15"	"Belongs to the SEC15 family"	NA	NA	NA	NA	NA
"KAF7798899.1"	NA	"Belongs to the small GTPase superfamily. Arf family"	NA	NA	NA	NA	NA
"KAF7798901.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7798902.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798904.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7798906.1"	"Cleavage and polyadenylation specificity factor subunit 2"	"Belongs to the metallo-beta-lactamase superfamily. RNA-metabolizing metallo-beta-lactamase-like family. CPSF2/YSH1 subfamily"	NA	NA	NA	NA	NA
"KAF7798909.1"	NA	NA	NA	"GH79(38-259)"	"N"	"N"	"Y(1-19)"
"KAF7798910.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7798913.1"	NA	NA	NA	"N"	"GH2"	"GH2"	"N"
"KAF7798916.1"	"Chitin synthase"	"Belongs to the chitin synthase family"	"2.4.1.16"	"GT2_Chitin_synth_1(203-374)+GT2_Chitin_synth_2(351-641)"	"GT2"	"GT2"	"N"
"KAF7798938.1"	NA	"Belongs to the OXA1/ALB3/YidC family"	NA	NA	NA	NA	NA
"KAF7798939.1"	"60S ribosomal protein L6"	"Belongs to the eukaryotic ribosomal protein eL6 family"	NA	NA	NA	NA	NA
"KAF7798955.1"	"Neutral ceramidase"	"Belongs to the neutral ceramidase family"	"3.5.1.23"	NA	NA	NA	NA
"KAF7798976.1"	"ER lumen protein-retaining receptor"	"Belongs to the ERD2 family"	NA	NA	NA	NA	NA
"KAF7799012.1"	"AdoMet-dependent rRNA methyltransferase SPB1"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA methyltransferase RlmE family. SPB1 subfamily"	"2.1.1.-"	NA	NA	NA	NA
"KAF7799025.1"	"Acetyltransferase component of pyruvate dehydrogenase complex"	"Belongs to the 2-oxoacid dehydrogenase family"	"2.3.1.12"	NA	NA	NA	NA
"KAF7799033.1"	"Peroxin-14"	"Belongs to the peroxin-14 family"	NA	NA	NA	NA	NA
"KAF7799034.1"	"Elongation factor Tu"	"Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily"	NA	NA	NA	NA	NA
"KAF7799034.1"	"Elongation factor Tu"	"Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily"	NA	NA	NA	NA	NA
"KAF7799035.1"	"Glycine cleavage system H protein"	"Belongs to the GcvH family"	NA	NA	NA	NA	NA
"KAF7799049.1"	"Mediator of RNA polymerase II transcription subunit 5"	"Belongs to the Mediator complex subunit 5 family"	NA	NA	NA	NA	NA
"KAF7799051.1"	"Eukaryotic translation initiation factor 3 subunit H"	"Belongs to the eIF-3 subunit H family"	NA	NA	NA	NA	NA
"KAF7799059.1"	NA	"Belongs to the bacterial ribosomal protein bL17 family"	NA	NA	NA	NA	NA
"KAF7799060.1"	"Acyl carrier protein"	NA	NA	NA	NA	NA	NA
"KAF7799061.1"	NA	"Belongs to the universal ribosomal protein uL13 family"	NA	NA	NA	NA	NA
"KAF7799090.1"	"40S ribosomal protein S25"	"Belongs to the eukaryotic ribosomal protein eS25 family"	NA	NA	NA	NA	NA
"KAF7799103.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7799104.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7799108.1"	NA	NA	NA	"GT8(234-471)"	"N"	"N"	"N"
"KAF7799109.1"	NA	NA	NA	"GT8(12-256)"	"N"	"N"	"N"
"KAF7799115.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7799118.1"	NA	"Belongs to the peptidase M24B family"	NA	NA	NA	NA	NA
"KAF7799122.1"	"Mediator of RNA polymerase II transcription subunit 13"	"Belongs to the Mediator complex subunit 13 family"	NA	NA	NA	NA	NA
"KAF7799124.1"	NA	NA	NA	"AA6(59-252)"	"AA6"	"N"	"N"
"KAF7799125.1"	"Patatin-like phospholipase domain-containing protein"	"Belongs to the PLPL family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7799135.1"	NA	"Belongs to the peroxiredoxin family. Prx5 subfamily"	NA	NA	NA	NA	NA
"KAF7799137.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	"N"	"N"	"GT13"	"N"
"KAF7799141.1"	"Non-structural maintenance of chromosomes element 4"	"Belongs to the NSE4 family"	NA	NA	NA	NA	NA
"KAF7799159.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_22(58-352)"	"GH5"	"GH5_22"	"N"
"KAF7799160.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_22(58-351)"	"GH5"	"GH5_22"	"N"
"KAF7799181.1"	NA	NA	NA	"GH79(48-470)"	"N"	"N"	"N"
"KAF7799182.1"	NA	NA	NA	"GH79(37-463)"	"N"	"N"	"N"
"KAF7799198.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7799204.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7799205.1"	NA	NA	NA	"AA3_2(35-494)"	"AA3"	"N"	"N"
"KAF7799213.1"	"Alpha-1,4 glucan phosphorylase"	"Belongs to the glycogen phosphorylase family"	"2.4.1.1"	"GT35(183-911)"	"GT35"	"GT35"	"N"
"KAF7799219.1"	NA	NA	NA	"CBM21(294-440)"	"N"	"N"	"N"
"KAF7799222.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_9(86-397)"	"GH5"	"GH5_9"	"Y(1-23)"
"KAF7799227.1"	NA	NA	NA	"AA3_2(25-234)"	"N"	"N"	"N"
"KAF7799229.1"	NA	"Belongs to the alpha-IPM synthase/homocitrate synthase family"	NA	NA	NA	NA	NA
"KAF7799233.1"	"rRNA-processing protein"	"Belongs to the CGR1 family"	NA	NA	NA	NA	NA
"KAF7799238.1"	NA	NA	NA	"N"	"N"	"AA1"	"N"
"KAF7799240.1"	NA	"Belongs to the PP2C family"	NA	NA	NA	NA	NA
"KAF7799244.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7799254.1"	"Pyruvate kinase"	"Belongs to the pyruvate kinase family"	"2.7.1.40"	NA	NA	NA	NA
"KAF7799255.1"	"Pyruvate kinase"	"Belongs to the pyruvate kinase family"	"2.7.1.40"	NA	NA	NA	NA
"KAF7799264.1"	"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial"	"Belongs to the succinate/malate CoA ligase alpha subunit family"	"6.2.1.5"	NA	NA	NA	NA
"KAF7799264.1"	"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial"	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family"	"6.2.1.5"	NA	NA	NA	NA
"KAF7799264.1"	"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial"	"Belongs to the succinate/malate CoA ligase alpha subunit family"	"6.2.1.5"	NA	NA	NA	NA
"KAF7799273.1"	"Rhomboid-like protein"	"Belongs to the peptidase S54 family"	"3.4.21.-"	NA	NA	NA	NA
"KAF7799273.1"	"RHOMBOID-like protein"	"Belongs to the peptidase S54 family"	"3.4.21.-"	NA	NA	NA	NA
"KAF7799284.1"	NA	"Belongs to the ubiquitin-conjugating enzyme family"	"2.3.2.-"	NA	NA	NA	NA
"KAF7799302.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7799303.1"	"S-formylglutathione hydrolase"	"Belongs to the esterase D family"	"3.1.2.12"	"CE1(54-309)"	"N"	"N"	"N"
"KAF7799319.1"	"Mediator of RNA polymerase II transcription subunit 7"	"Belongs to the Mediator complex subunit 7 family"	NA	NA	NA	NA	NA
"KAF7799320.1"	NA	NA	NA	"N"	"N"	"CBM1+GH5_5"	"N"
"KAF7799321.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_5(79-277)"	"GH5+CBM1"	"CBM1+GH5_5"	"N"
"KAF7799323.1"	"Exocyst complex component Sec8"	"Belongs to the SEC8 family"	NA	NA	NA	NA	NA
"KAF7799327.1"	NA	NA	NA	"GH20(117-371)"	"GH20"	"GH20"	"N"
"KAF7799335.1"	NA	NA	NA	"PL35(529-714)"	"PL35"	"PL35"	"N"
"KAF7799336.1"	NA	"Belongs to the thiolase-like superfamily. Thiolase family"	NA	NA	NA	NA	NA
"KAF7799343.1"	NA	NA	NA	"GT21(61-319)"	"GT21"	"GT21"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799358.1"	"Adenylosuccinate synthetase"	"Belongs to the adenylosuccinate synthetase family"	"6.3.4.4"	"N"	"N"	"GT47"	"N"
"KAF7799370.1"	"Sister chromatid cohesion protein"	"Belongs to the SCC2/Nipped-B family"	NA	NA	NA	NA	NA
"KAF7799406.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7799407.1"	NA	NA	NA	"CE8(84-267)"	"N"	"N"	"N"
"KAF7799411.1"	NA	"Belongs to the peptidase M16 family"	NA	NA	NA	NA	NA
"KAF7799413.1"	"Probable electron transfer flavoprotein subunit beta"	"Belongs to the ETF beta-subunit/FixA family"	NA	NA	NA	NA	NA
"KAF7799429.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7799432.1"	NA	NA	NA	"GH16_1(67-309)"	"N"	"N"	"Y(1-18)"
"KAF7799440.1"	NA	NA	NA	"GH20(174-388)"	"GH20"	"GH20"	"Y(1-61)"
"KAF7799462.1"	NA	NA	NA	"CBM21(315-420)"	"N"	"N"	"N"
"KAF7799472.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7799501.1"	"UDP-glucose 6-dehydrogenase"	"Belongs to the UDP-glucose/GDP-mannose dehydrogenase family"	"1.1.1.22"	NA	NA	NA	NA
"KAF7799510.1"	NA	NA	NA	"GT2_Glyco_tranf_2_3(6-178)"	"N"	"GT2"	"N"
"KAF7799528.1"	NA	"Belongs to the universal ribosomal protein uS17 family"	NA	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family. PP-Z subfamily"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family. PP-Z subfamily"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family. PP-Z subfamily"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family. PP-Z subfamily"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799529.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7799534.1"	"Peroxisomal membrane protein PEX16"	"Belongs to the peroxin-16 family"	NA	NA	NA	NA	NA
"KAF7799537.1"	NA	NA	NA	"N"	"GT31"	"GT31"	"N"
"KAF7799544.1"	"Arginase"	"Belongs to the arginase family"	"3.5.3.1"	NA	NA	NA	NA
"KAF7799544.1"	"Arginase"	"Belongs to the arginase family"	"3.5.3.1"	NA	NA	NA	NA
"KAF7799544.1"	"Arginase"	"Belongs to the arginase family"	"3.5.3.1"	NA	NA	NA	NA
"KAF7799547.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7799553.1"	"Actin-related protein 2/3 complex subunit"	"Belongs to the WD repeat ARPC1 family"	NA	NA	NA	NA	NA
"KAF7799555.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7799563.1"	"6,7-dimethyl-8-ribityllumazine synthase"	"Belongs to the DMRL synthase family"	"2.5.1.78"	NA	NA	NA	NA
"KAF7799569.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7799574.1"	NA	NA	NA	"AA5_1(29-578)"	"AA5"	"AA5_1"	"Y(1-21)"
"KAF7799580.1"	"DNA replication licensing factor MCM7"	"Belongs to the MCM family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7799580.1"	"DNA replication licensing factor MCM7"	"Belongs to the MCM family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7799581.1"	NA	"Belongs to the peptidase S8 family"	NA	NA	NA	NA	NA
"KAF7799582.1"	"Autophagy-related protein 9"	"Belongs to the ATG9 family"	NA	NA	NA	NA	NA
"KAF7799584.1"	NA	"Belongs to the HSF family"	NA	NA	NA	NA	NA
"KAF7799585.1"	"Conserved oligomeric Golgi complex subunit 6"	"Belongs to the COG6 family"	NA	NA	NA	NA	NA
"KAF7799599.1"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"Belongs to the CDP-alcohol phosphatidyltransferase class-II family"	"2.7.8.5"	NA	NA	NA	NA
"KAF7799600.1"	"D-aminoacyl-tRNA deacylase"	"Belongs to the DTD family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7799600.1"	"D-aminoacyl-tRNA deacylase"	"Belongs to the DTD family"	"3.1.1.96"	NA	NA	NA	NA
"KAF7799606.1"	"Elongator complex protein 3"	"Belongs to the ELP3 family"	"2.3.1.-"	NA	NA	NA	NA
"KAF7799607.1"	"Mitochondrial distribution and morphology protein 12"	"Belongs to the MDM12 family"	NA	NA	NA	NA	NA
"KAF7799611.1"	NA	NA	NA	"CE16(1-104)"	"N"	"N"	"N"
"KAF7799616.1"	"Acetolactate synthase"	"Belongs to the TPP enzyme family"	"2.2.1.6"	NA	NA	NA	NA
"KAF7799616.1"	"Acetolactate synthase"	"Belongs to the TPP enzyme family"	"2.2.1.6"	NA	NA	NA	NA
"KAF7799645.1"	NA	"Belongs to the protein disulfide isomerase family"	NA	NA	NA	NA	NA
"KAF7799649.1"	NA	"Belongs to the SMC family"	NA	NA	NA	NA	NA
"KAF7799667.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7799686.1"	"Histone deacetylase"	"Belongs to the histone deacetylase family. HD Type 1 subfamily"	"3.5.1.98"	NA	NA	NA	NA
"KAF7799691.1"	"Mediator of RNA polymerase II transcription subunit 4"	"Belongs to the Mediator complex subunit 4 family"	NA	NA	NA	NA	NA
"KAF7799705.1"	"Glucoamylase"	"Belongs to the glycosyl hydrolase 15 family"	"3.2.1.3"	"GH15(46-448)+CBM20(481-566)"	"GH15+CBM20"	"CBM20+GH15"	"Y(1-20)"
"KAF7799714.1"	"Glucoamylase"	"Belongs to the glycosyl hydrolase 15 family"	"3.2.1.3"	"GH15(47-452)+CBM20(486-571)"	"GH15+CBM20"	"CBM20+GH15"	"Y(1-22)"
"KAF7799721.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7799747.1"	"Phosphatidate cytidylyltransferase"	"Belongs to the CDS family"	"2.7.7.41"	NA	NA	NA	NA
"KAF7799748.1"	"DNA topoisomerase I"	"Belongs to the type IB topoisomerase family"	"5.6.2.1"	NA	NA	NA	NA
"KAF7799749.1"	"Threonine dehydratase"	"Belongs to the serine/threonine dehydratase family"	"4.3.1.19"	NA	NA	NA	NA
"KAF7799752.1"	"Prefoldin subunit 4"	"Belongs to the prefoldin subunit beta family"	NA	NA	NA	NA	NA
"KAF7799757.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7799773.1"	NA	"Belongs to the carnitine/choline acetyltransferase family"	NA	NA	NA	NA	NA
"KAF7799803.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(48-307)"	"AA2"	"AA2"	"Y(1-21)"
"KAF7799803.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(48-307)"	"AA2"	"AA2"	"Y(1-21)"
"KAF7799803.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(48-307)"	"AA2"	"AA2"	"Y(1-21)"
"KAF7799808.1"	"Probable acetate kinase"	"Belongs to the acetokinase family"	"2.7.2.1"	NA	NA	NA	NA
"KAF7799810.1"	"Amine oxidase"	"Belongs to the copper/topaquinone oxidase family"	"1.4.3.-"	NA	NA	NA	NA
"KAF7799811.1"	NA	NA	NA	"AA9(8-106)"	"N"	"N"	"Y(1-27)"
"KAF7799812.1"	NA	NA	NA	"AA9(9-229)"	"AA9+CBM1"	"AA9+CBM1"	"Y(1-27)"
"KAF7799830.1"	"Vacuolar protein sorting-associated protein 29"	"Belongs to the VPS29 family"	NA	NA	NA	NA	NA
"KAF7799877.1"	NA	NA	"3.2.1.-"	"GH18(14-297)"	"GH18+CBM12+CBM18+CBM5"	"CBM18+GH18"	"N"
"KAF7799890.1"	NA	"Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7799895.1"	NA	NA	NA	"N"	"N"	"GT1"	"N"
"KAF7799903.1"	NA	"Belongs to the PAL/histidase family"	NA	NA	NA	NA	NA
"KAF7799943.1"	"Amine oxidase"	"Belongs to the copper/topaquinone oxidase family"	"1.4.3.-"	NA	NA	NA	NA
"KAF7799956.1"	"Alanine--tRNA ligase"	"Belongs to the class-II aminoacyl-tRNA synthetase family"	"6.1.1.7"	NA	NA	NA	NA
"KAF7799961.1"	"Replication factor C subunit 1"	"Belongs to the activator 1 large subunit family"	NA	NA	NA	NA	NA
"KAF7799963.1"	NA	NA	NA	"GH85(56-348)"	"N"	"GH85"	"N"
"KAF7799966.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7799969.1"	"Purine nucleoside phosphorylase"	"Belongs to the PNP/MTAP phosphorylase family. MTAP subfamily"	"2.4.2.1"	NA	NA	NA	NA
"KAF7799979.1"	"Inosine-5'-monophosphate dehydrogenase"	"Belongs to the IMPDH/GMPR family"	"1.1.1.205"	NA	NA	NA	NA
"KAF7799979.1"	"Inosine-5'-monophosphate dehydrogenase"	"Belongs to the IMPDH/GMPR family"	"1.1.1.205"	NA	NA	NA	NA
"KAF7799980.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(79-368)"	"GH10+CBM1+CBM2"	"CBM1+GH10"	"Y(1-21)"
"KAF7799984.1"	NA	NA	NA	"GH79(45-405)"	"N"	"N"	"Y(1-20)"
"KAF7799999.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	"N"	"N"	"CE8"	"N"
"KAF7800014.1"	NA	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7800031.1"	NA	"Belongs to the peroxisomal membrane protein PXMP2/4 family"	NA	NA	NA	NA	NA
"KAF7800033.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7800040.1"	NA	NA	NA	"AA3_2(11-410)"	"AA3"	"N"	"N"
"KAF7800043.1"	NA	NA	NA	"AA3_2(33-461)"	"AA3"	"N"	"N"
"KAF7800051.1"	NA	NA	NA	"GH16_2(206-556)"	"N"	"GH16_2"	"N"
"KAF7800076.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7800079.1"	NA	"Belongs to the peroxiredoxin family. Prx5 subfamily"	NA	NA	NA	NA	NA
"KAF7800081.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7800091.1"	"Phospholipid-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily"	"7.6.2.1"	NA	NA	NA	NA
"KAF7800093.1"	"Multifunctional tryptophan biosynthesis protein"	NA	NA	NA	NA	NA	NA
"KAF7800096.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7800102.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7800103.1"	NA	NA	NA	"N"	"N"	"GH27"	"N"
"KAF7800106.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7800118.1"	"S-(hydroxymethyl)glutathione dehydrogenase"	"Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily"	"1.1.1.284"	NA	NA	NA	NA
"KAF7800130.1"	"Ubiquitin carboxyl-terminal hydrolase"	"Belongs to the peptidase C19 family"	"3.4.19.12"	NA	NA	NA	NA
